Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Saku Koivu,UGA,F,11,5,5,5,4,3,4,3,1,9,4,5,3,5,1
Vyacheslav Kozlov,UGA,F,13,6,5,5,4,3,4,1,1,10,5,4,3,5,2
Sami Kapanen,UGA,F,24,4,5,5,4,4,4,3,1,7,4,4,3,4,4
Steven Reinprecht,UGA,F,28,6,5,5,4,2,5,4,0,11,5,4,3,4,4
Brenden Morrow,UGA,F,10,8,4,3,3,4,2,3,1,10,4,4,3,3,6
Jamie Langenbrunner,UGA,F,15,7,5,5,4,4,4,4,0,10,3,4,4,4,4
Juraj Kolnik,UGA,D,25,5,5,5,2,2,3,4,1,11,5,3,3,4,4
Glen Wesley,UGA,D,2,7,4,4,4,3,4,4,1,8,5,5,4,5,5
Igor Ulanov,UGA,D,55,8,4,4,3,4,4,5,0,7,4,5,4,4,5
Mathieu Biron,UGA,D,34,9,5,5,2,3,4,4,1,10,4,4,4,4,4
